gvkey,year,exec_fullname,gender,age,joined_co,leftco,ceoann,becameceo,leftofc,salary,total_curr
16821,2017,"Nayda Rivera-Batista, CPA",FEMALE,44.0,,,,,,475.0,571.35
16821,2017,Donald L. Kafka,MALE,57.0,,,,,,550.0,551.2
2271,2015,Calvin E. Jenness,MALE,59.0,,,,,,390.0,390.0
2271,2015,Joshua L. Collins,MALE,51.0,,,CEO,2009/01/01,2020/06/03,675.0,675.0
2271,2015,David A. W. Willmott,MALE,45.0,,,,,,600.0,600.0
2271,2015,Gerald D. Johnson,MALE,54.0,,,,,,355.0,355.0
2271,2015,David P. Gillrie,MALE,48.0,,,,,,280.0,280.0
121077,2015,John McAdam,MALE,64.0,2000/07/01,,,2000/01/01,2017/04/01,678.3860000000002,678.3860000000002
121077,2015,Edward Julian Eames,MALE,57.0,,,,,,426.885,426.885
121077,2015,Karl D. Triebes,MALE,48.0,2004/08/01,,,,,534.759,536.259
121077,2015,Andrew Reinland,MALE,51.0,,,,,,401.99,401.99
121077,2015,Manuel F. Rivelo,MALE,51.0,,,CEO,2015/07/01,2015/12/31,483.402,483.402
121077,2015,Kristen Roby Dimlow,FEMALE,52.0,,,,,,150.0,150.0
121077,2016,John McAdam,MALE,65.0,2000/07/01,,CEO,2000/01/01,2017/04/01,727.416,727.416
121077,2016,Edward Julian Eames,MALE,58.0,,,,,,461.0,461.0
121077,2016,Karl D. Triebes,MALE,49.0,2004/08/01,,,,,551.0,551.0
121077,2016,Andrew Reinland,MALE,52.0,,,,,,450.0,450.0
121077,2016,Manuel F. Rivelo,MALE,52.0,,,,2015/07/01,2015/12/31,229.11599999999999,229.11599999999999
121077,2016,Benjamin Gibson,MALE,48.0,,,,,,66.667,316.6670000000001
121077,2016,"John D. DiLullo, Ph.D.",MALE,50.0,,,,,,361.06800000000004,361.06800000000004
121077,2017,John McAdam,MALE,66.0,2000/07/01,,CEO,2000/01/01,2017/04/01,510.05199999999996,510.05199999999996
121077,2017,Edward Julian Eames,MALE,59.0,,,,,,489.0,489.0
121077,2017,Andrew Reinland,MALE,53.0,,,,,,477.0,477.0
121077,2017,"John D. DiLullo, Ph.D.",MALE,51.0,,,,,,468.0,468.0
121077,2017,Franois Locoh-Donou,MALE,46.0,,,,2017/04/03,,375.0,1175.0
121077,2017,Scot Frazier Rogers,MALE,50.0,,,,,,442.0,442.0
61181,2015,Peter J. Arduini,MALE,50.0,,,CEO,2012/01/03,,885.6419999999997,885.6419999999997
61181,2015,Richard D. Gorelick,MALE,54.0,,,,,,388.73400000000004,388.73400000000004
61181,2015,"Robert T. Davis, Jr.",MALE,56.0,,,,,,391.635,391.635
61181,2015,Glenn G. Coleman,MALE,47.0,,,,,,478.077,478.077
61181,2015,Mark A. Augusti,MALE,49.0,,,,,,396.346,491.346
61181,2016,Peter J. Arduini,MALE,51.0,,,CEO,2012/01/03,,878.763,878.763
61181,2016,Richard D. Gorelick,MALE,55.0,,,,,,384.727,384.727
61181,2016,"Robert T. Davis, Jr.",MALE,57.0,,,,,,400.465,400.465
61181,2016,Glenn G. Coleman,MALE,48.0,,,,,,481.6,481.6
61181,2016,Daniel L. Reuvers,MALE,53.0,,,,,,328.17699999999996,328.17699999999996
61181,2017,Peter J. Arduini,MALE,52.0,,,CEO,2012/01/03,,905.0239999999999,905.0239999999999
61181,2017,Richard D. Gorelick,MALE,56.0,,,,,,394.68800000000016,394.68800000000016
61181,2017,"Robert T. Davis, Jr.",MALE,58.0,,,,,,441.25,441.25
61181,2017,Glenn G. Coleman,MALE,49.0,,,,,,536.25,536.25
61181,2017,Daniel L. Reuvers,MALE,54.0,,,,,,407.25800000000004,407.25800000000004
4213,2015,"Douglas M. Baker, Jr.",MALE,56.0,1989/01/01,,CEO,2004/07/01,,1140.343,1140.343
4213,2015,Thomas W. R. Handley,MALE,60.0,,,,,,615.0,615.0
4213,2015,Daniel J. Schmechel,MALE,55.0,,,,,,518.75,518.75
4213,2015,Michael A. Hickey,MALE,54.0,,,,,,508.75,508.75
4213,2015,Christophe Beck,MALE,47.0,,,,,,530.0,530.0
4213,2016,"Douglas M. Baker, Jr.",MALE,57.0,1989/01/01,,CEO,2004/07/01,,1187.5,1187.5
4213,2016,Thomas W. R. Handley,MALE,61.0,,,,,,661.25,661.25
4213,2016,Daniel J. Schmechel,MALE,56.0,,,,,,581.25,581.25
4213,2016,Michael A. Hickey,MALE,55.0,,,,,,543.125,543.125
4213,2016,Christophe Beck,MALE,48.0,,,,,,548.125,548.125
4213,2017,"Douglas M. Baker, Jr.",MALE,58.0,1989/01/01,,CEO,2004/07/01,,1237.5,1237.5
4213,2017,Thomas W. R. Handley,MALE,62.0,,,,,,693.75,693.75
4213,2017,Daniel J. Schmechel,MALE,57.0,,,,,,618.75,618.75
4213,2017,Michael A. Hickey,MALE,56.0,,,,,,565.625,565.625
4213,2017,Christophe Beck,MALE,49.0,,,,,,565.625,565.625
27780,2015,"David John Oakes, CFA",MALE,37.0,2007/04/16,,CEO,2015/02/10,2016/07/11,591.875,591.875
27780,2015,Paul William Freddo,MALE,59.0,,,,,,440.0,440.0
27780,2015,"Christa A. Vesy, CPA",FEMALE,44.0,,,,,,298.541,298.541
27780,2015,Luke J. Petherbridge,MALE,35.0,,,,,,362.50300000000004,362.50300000000004
27780,2016,"David John Oakes, CFA",MALE,38.0,2007/04/16,,CEO,2015/02/10,2016/07/11,435.095,435.095
27780,2016,Paul William Freddo,MALE,60.0,,,,,,440.0,625.0
27780,2016,"Christa A. Vesy, CPA",FEMALE,45.0,,,,,,310.175,410.175
27780,2016,Luke J. Petherbridge,MALE,36.0,,,,,,140.625,140.625
27780,2016,Thomas F. August,MALE,67.0,,,,2016/07/11,2017/03/03,357.69300000000015,842.625
27780,2017,"Christa A. Vesy, CPA",FEMALE,46.0,,,,,,340.0,408.0
27780,2017,Thomas F. August,MALE,68.0,,,,2016/07/11,2017/03/03,130.289,130.289
27780,2017,Matthew L. Ostrower,MALE,46.0,,,,,,414.744,937.0039999999999
27780,2017,David R. Lukes,MALE,47.0,,,CEO,2017/03/02,,705.064,1859.259
27780,2017,William T. Ross,MALE,52.0,,,,,,187.5,187.5
27780,2017,Michael A. Makinen,MALE,52.0,,,,,,414.744,937.0039999999999
27780,2017,Vincent A. Corno,MALE,53.0,,,,,,166.667,166.667
10567,2015,Brett Petit,MALE,51.0,,,,,,440.577,494.764
10567,2015,Walter S. Hawrylak,MALE,67.0,,,,,,383.654,430.829
10567,2015,John M. Duffey,MALE,54.0,,,,2016/02/19,2017/07/18,637.5,731.595
10567,2015,James W. P. Reid-Anderson,MALE,55.0,,,CEO,2017/07/18,2019/11/01,1546.154,1546.154
10567,2015,Lance C. Balk,MALE,57.0,,,,,,570.385,654.535
10567,2016,Brett Petit,MALE,52.0,,,,,,475.0,475.0
10567,2016,Walter S. Hawrylak,MALE,68.0,,,,,,382.0,382.0
10567,2016,John M. Duffey,MALE,55.0,,,CEO,2016/02/19,2017/07/18,995.077,995.077
10567,2016,James W. P. Reid-Anderson,MALE,56.0,,,,2017/07/18,2019/11/01,1065.385,1065.385
10567,2016,Lance C. Balk,MALE,58.0,,,,,,565.0,565.0
10567,2016,Marshall Barber,MALE,52.0,,,,,,473.19199999999995,473.19199999999995
10567,2017,Brett Petit,MALE,53.0,,,,,,490.0,490.0
10567,2017,John M. Duffey,MALE,56.0,,,CEO,2016/02/19,2017/07/18,615.192,615.192
10567,2017,James W. P. Reid-Anderson,MALE,57.0,,,,2017/07/18,2019/11/01,1366.154,1366.154
10567,2017,Lance C. Balk,MALE,59.0,,,,,,582.0,582.0
10567,2017,Marshall Barber,MALE,53.0,,,,,,525.0,525.0
10567,2017,Catherine Aslin,FEMALE,41.0,,,,,,325.0,325.0
9299,2015,Robert E. Sanchez,MALE,50.0,,,CEO,2013/01/01,,768.825,768.825
9299,2015,Robert D. Fatovic,MALE,49.0,,,,,,384.425,384.425
9299,2015,Art A. Garcia,MALE,53.0,,,,,,440.8,440.8
9299,2015,Dennis C. Cooke,MALE,50.0,,,,,,533.05,533.05
9299,2015,Gregory F. Greene,MALE,55.0,,,,,,384.425,384.425
9299,2016,Robert E. Sanchez,MALE,51.0,,,CEO,2013/01/01,,785.225,785.225
9299,2016,Robert D. Fatovic,MALE,50.0,,,,,,392.65,392.65
9299,2016,Art A. Garcia,MALE,54.0,,,,,,479.783,479.783
9299,2016,Dennis C. Cooke,MALE,51.0,,,,,,543.75,543.75
9299,2016,John J. Diez,MALE,44.0,,,,,,411.0,411.0
9299,2017,Robert E. Sanchez,MALE,52.0,,,CEO,2013/01/01,,804.0,804.0
9299,2017,Art A. Garcia,MALE,55.0,,,,,,492.5,492.5
9299,2017,Dennis C. Cooke,MALE,52.0,,,,,,555.0,555.0
9299,2017,John J. Diez,MALE,45.0,,,,,,449.75,449.75
9299,2017,John Steven Sensing,MALE,49.0,,,,,,449.75,449.75
12379,2015,Kent B. Guichard,MALE,60.0,,,,,,405.194,405.194
12379,2015,Bradley Scott Boyer,MALE,58.0,,,,,,147.96200000000005,147.96200000000005
12379,2015,S. Cary Dunston,MALE,51.0,,,CEO,2015/08/26,,532.836,532.836
12379,2015,Roger Perry Campbell,MALE,51.0,,,,,,287.711,287.711
12379,2015,M. Scott Culbreth,MALE,45.0,,,,,,292.257,292.257
12379,2015,"Robert J. Adams, Jr.",MALE,50.0,,,,,,252.388,252.388
12379,2016,S. Cary Dunston,MALE,52.0,,,CEO,2015/08/26,,587.311,587.311
12379,2016,Roger Perry Campbell,MALE,52.0,,,,,,311.681,311.681
12379,2016,M. Scott Culbreth,MALE,46.0,,,,,,320.493,320.493
12379,2016,"Robert J. Adams, Jr.",MALE,51.0,,,,,,266.198,266.198
12379,2017,S. Cary Dunston,MALE,53.0,,,CEO,2015/08/26,,640.442,640.442
12379,2017,Roger Perry Campbell,MALE,53.0,,,,,,312.835,312.835
12379,2017,M. Scott Culbreth,MALE,47.0,,,,,,362.539,362.539
12379,2017,"Robert J. Adams, Jr.",MALE,52.0,,,,,,275.038,275.038
13041,2015,Thomas J. Prescott,MALE,60.0,,,,,,436.47,436.47
13041,2015,"Kessel D. Stelling, Jr.",MALE,59.0,,,CEO,2010/06/21,,962.2689999999999,962.2689999999999
13041,2015,"Allen J. Gula, Jr., David Abee",MALE,60.0,,,,,,434.19199999999995,434.19199999999995
13041,2015,Allan E. Kamensky,MALE,53.0,,,,,,417.22900000000004,417.22900000000004
13041,2015,Jeffrey Barton Singleton,MALE,51.0,,,,,,390.606,390.606
13041,2016,Thomas J. Prescott,MALE,61.0,,,,,,443.93,443.93
13041,2016,Mark G. Holladay,MALE,61.0,,,,,,365.336,365.336
13041,2016,"Kessel D. Stelling, Jr.",MALE,60.0,,,CEO,2010/06/21,,985.7689999999999,985.7689999999999
13041,2016,"Allen J. Gula, Jr., David Abee",MALE,61.0,,,,,,447.218,447.218
13041,2016,Allan E. Kamensky,MALE,54.0,,,,,,429.746,429.746
13041,2016,Kevin S. Blair,MALE,45.0,,,,,,205.673,530.673
13041,2017,Mark G. Holladay,MALE,62.0,,,,,,374.725,374.725
13041,2017,"Kessel D. Stelling, Jr.",MALE,61.0,,,CEO,2010/06/21,,1106.0,1106.0
13041,2017,"Allen J. Gula, Jr., David Abee",MALE,62.0,,,,,,458.71,458.71
13041,2017,Allan E. Kamensky,MALE,55.0,,,,,,440.789,440.789
13041,2017,Jeffrey Barton Singleton,MALE,53.0,,,,,,425.35400000000004,425.35400000000004
13041,2017,Kevin S. Blair,MALE,46.0,,,,,,579.865,579.865
7970,2015,Gregory B. Butler,MALE,57.0,,,,,,474.99199999999996,474.99199999999996
7970,2015,Leon J. Olivier,MALE,67.0,,,,,,635.766,635.766
7970,2015,David R. McHale,MALE,54.0,,,,,,605.308,605.308
7970,2015,James J. Judge,MALE,59.0,,,,2016/04/06,,605.65,605.65
7970,2015,Thomas J. May,MALE,68.0,,,CEO,2012/04/10,2016/01/01,1232.25,1232.25
7970,2015,Werner J. Schweiger,MALE,56.0,,,,,,600.0,600.0
7970,2016,Gregory B. Butler,MALE,58.0,,,,,,514.494,514.494
7970,2016,Leon J. Olivier,MALE,68.0,,,,,,654.832,654.832
7970,2016,David R. McHale,MALE,55.0,,,,,,524.38,524.38
7970,2016,James J. Judge,MALE,60.0,,,CEO,2016/04/06,,959.69,959.69
7970,2016,Thomas J. May,MALE,69.0,,,,2012/04/10,2016/01/01,743.048,743.048
7970,2016,Werner J. Schweiger,MALE,57.0,,,,,,592.1080000000002,592.1080000000002
7970,2016,Philip J. Lembo,MALE,60.0,,,,,,439.208,439.208
7970,2016,"Joseph R. Nolan, Jr.",MALE,52.0,,,,,,419.36400000000003,419.36400000000003
7970,2017,Gregory B. Butler,MALE,59.0,,,,,,597.886,597.886
7970,2017,Leon J. Olivier,MALE,69.0,,,,,,678.27,678.27
7970,2017,James J. Judge,MALE,61.0,,,CEO,2016/04/06,,1230.694,1230.694
7970,2017,Werner J. Schweiger,MALE,58.0,,,,,,634.078,634.078
7970,2017,Philip J. Lembo,MALE,61.0,,,,,,613.847,613.847
2269,2015,Thomas A. Gerke,MALE,60.0,,,,2017/08/01,2017/10/08,568.901,743.9010000000003
2269,2015,William C. Cobb,MALE,59.0,,,CEO,2011/05/16,,1038.736,1038.736
2269,2015,Gregory J. Macfarlane,MALE,46.0,,,,,,636.7909999999998,811.791
2269,2015,Jason L. Houseworth,MALE,41.0,,,,,,434.945,434.945
2269,2015,"Delos Lavern Knight, III",MALE,59.0,,,,,,543.681,543.681
2269,2016,Thomas A. Gerke,MALE,61.0,,,,2017/08/01,2017/10/08,554.533,554.533
2269,2016,William C. Cobb,MALE,60.0,,,CEO,2011/05/16,,1003.201,1003.201
2269,2016,Gregory J. Macfarlane,MALE,47.0,,,,,,413.60400000000004,413.60400000000004
2269,2016,Jason L. Houseworth,MALE,42.0,,,,,,413.077,413.077
2269,2016,Kathryn M. Collins,FEMALE,53.0,,,,,,352.885,352.885
2269,2016,Tony G. Bowen,MALE,42.0,,,,,,399.43699999999995,399.43699999999995
2269,2017,Thomas A. Gerke,MALE,62.0,,,,2017/08/01,2017/10/08,773.846,773.846
2269,2017,William C. Cobb,MALE,61.0,,,CEO,2011/05/16,,247.11,247.11
2269,2017,Kathryn M. Collins,FEMALE,54.0,,,,,,265.865,265.865
2269,2017,Tony G. Bowen,MALE,43.0,,,,,,470.98900000000003,470.98900000000003
2269,2017,"Jeffrey J. Jones, II",MALE,50.0,,,,2017/10/09,,697.047,1647.047
2269,2017,Kellie J. Logerwell,FEMALE,48.0,,,,,,239.468,239.468
12433,2015,John A. Kraeutler,MALE,67.0,1992/01/01,,CEO,2008/01/28,2017/10/09,608.27,608.27
12433,2015,Richard L. Eberly,MALE,54.0,1995/01/01,,,,,319.252,319.252
12433,2015,Melissa A. Lueke,FEMALE,52.0,,,,,,269.78,269.78
12433,2015,Lawrence J. Baldini,MALE,56.0,,,,,,280.157,280.157
12433,2015,Marco G. Calzavara,MALE,61.0,,,,,,344.339,344.339
12433,2015,Vecheslav A. Elagin,MALE,48.0,,,,,,291.034,291.034
12433,2015,Michael C. Shaughnessy,MALE,59.0,,,,,,300.0,300.0
12433,2015,Susan D. Rolih,FEMALE,66.0,,,,,,278.385,278.385
12433,2016,John A. Kraeutler,MALE,68.0,1992/01/01,,CEO,2008/01/28,2017/10/09,621.605,621.605
12433,2016,Richard L. Eberly,MALE,55.0,1995/01/01,,,,,339.6690000000001,339.6690000000001
12433,2016,Melissa A. Lueke,FEMALE,53.0,,,,,,292.194,292.194
12433,2016,Lawrence J. Baldini,MALE,57.0,,,,,,310.001,310.001
12433,2016,Marco G. Calzavara,MALE,62.0,,,,,,324.503,324.503
12433,2016,Vecheslav A. Elagin,MALE,49.0,,,,,,298.76599999999996,298.76599999999996
12433,2016,Michael C. Shaughnessy,MALE,60.0,,,,,,259.038,259.038
12433,2016,Susan D. Rolih,FEMALE,67.0,,,,,,294.522,294.522
12433,2017,John A. Kraeutler,MALE,69.0,1992/01/01,,CEO,2008/01/28,2017/10/09,655.942,655.942
12433,2017,Richard L. Eberly,MALE,56.0,1995/01/01,,,,,404.904,404.904
12433,2017,Melissa A. Lueke,FEMALE,54.0,,,,,,339.52,339.52
12433,2017,Lawrence J. Baldini,MALE,58.0,,,,,,346.673,346.673
12433,2017,Marco G. Calzavara,MALE,63.0,,,,,,289.397,289.397
12433,2017,Vecheslav A. Elagin,MALE,50.0,,,,,,324.408,324.408
12433,2017,Susan D. Rolih,FEMALE,68.0,,,,,,332.75,332.75
12433,2017,Lourdes G. Weltzien,FEMALE,,,,,,,323.296,323.296
12433,2017,Bryan Baldasare,MALE,,,,,,,243.61,243.61
165123,2016,Mark W. Sopp,MALE,50.0,,,,,,412.12,412.12
165123,2016,Vincent A. Maffeo,MALE,65.0,,,,,,575.0,575.0
165123,2016,Sarah K. Allen,FEMALE,57.0,,,,,,330.334,330.334
165123,2016,Roger A. Krone,MALE,59.0,,,CEO,2014/07/14,,988.462,988.462
165123,2016,Michael E. Leiter,MALE,46.0,,,,,,525.0,700.0
165123,2016,Jonathan W. Scholl,MALE,54.0,,,,,,262.5,762.5
165123,2016,James C. Reagan,MALE,57.0,,,,,,561.538,761.538
165123,2016,Timothy J. Reardon,MALE,51.0,,,,,,162.24,162.24
165123,2017,Vincent A. Maffeo,MALE,66.0,,,,,,380.647,380.647
165123,2017,Roger A. Krone,MALE,60.0,,,CEO,2014/07/14,,1076.923,1076.923
165123,2017,Michael E. Leiter,MALE,47.0,,,,,,118.64299999999999,118.64299999999999
165123,2017,Jonathan W. Scholl,MALE,55.0,,,,,,535.0,535.0
165123,2017,James C. Reagan,MALE,58.0,,,,,,580.385,580.385
165123,2017,Timothy J. Reardon,MALE,52.0,,,,,,495.577,495.577
165123,2017,Angela Louise Heise,FEMALE,41.0,,,,,,394.712,394.712
61732,2015,David K. Sandler,MALE,58.0,1989/01/01,,,2005/11/09,2013/01/01,775.03,775.03
61732,2015,Thomas J Cox,MALE,54.0,1997/09/01,,,,,126.41,126.41
61732,2015,Douglas E. Jones,MALE,51.0,2001/07/01,,,,,376.034,376.034
61732,2015,Erik David Gershwind,MALE,44.0,,,CEO,2013/01/01,,685.8689999999998,685.8689999999998
61732,2015,Jeffrey Kaczka,MALE,56.0,,,,,,384.18199999999996,384.18199999999996
61732,2015,Kari Heerdt,FEMALE,47.0,,,,,,325.05,425.05
61732,2015,"Rustom F. Jilla, BCom, CA(Sri Lanka), CMA(UK), MBA",MALE,54.0,,,,,,45.673,45.673
61732,2015,Steve Armstrong,MALE,57.0,,,,,,377.80800000000005,377.80800000000005
61732,2016,Douglas E. Jones,MALE,52.0,2001/07/01,,,,,384.60400000000004,384.60400000000004
61732,2016,Erik David Gershwind,MALE,45.0,,,CEO,2013/01/01,,700.71,700.71
61732,2016,Kari Heerdt,FEMALE,48.0,,,,,,325.638,325.638
61732,2016,"Rustom F. Jilla, BCom, CA(Sri Lanka), CMA(UK), MBA",MALE,55.0,,,,,,476.811,476.811
61732,2016,Steve Armstrong,MALE,58.0,,,,,,386.213,386.213
61732,2017,Douglas E. Jones,MALE,53.0,2001/07/01,,,,,388.43,388.43
61732,2017,Erik David Gershwind,MALE,46.0,,,CEO,2013/01/01,,719.148,719.148
61732,2017,Kari Heerdt,FEMALE,49.0,,,,,,335.0130000000001,335.0130000000001
61732,2017,"Rustom F. Jilla, BCom, CA(Sri Lanka), CMA(UK), MBA",MALE,56.0,,,,,,490.51,490.51
61732,2017,Steve Armstrong,MALE,59.0,,,,,,398.35900000000004,398.35900000000004
124046,2015,David J. Hegarty,MALE,58.0,,,CEO,,2011/01/01,0.0,0.0
124046,2015,"Richard A. Doyle, Jr.",MALE,46.0,,,,,,0.0,0.0
124046,2016,David J. Hegarty,MALE,59.0,,,CEO,,2011/01/01,0.0,0.0
124046,2016,"Richard W. Siedel, Jr.",MALE,36.0,,,,,,0.0,0.0
124046,2017,David J. Hegarty,MALE,60.0,,,CEO,,2011/01/01,0.0,0.0
124046,2017,"Richard W. Siedel, Jr.",MALE,37.0,,,,,,0.0,0.0
8539,2015,Christopher Mark Crane,MALE,56.0,,,CEO,2012/03/12,,1224.808,1224.808
8539,2015,Kenneth W. Cornew,MALE,50.0,,,,,,836.558,836.558
8539,2015,Denis Patrick O'Brien,MALE,55.0,,,,,,780.8739999999997,780.8739999999997
8539,2015,"William A. Von Hoene, Jr.",MALE,61.0,,,,,,755.296,755.296
8539,2015,Jonathan W. Thayer,MALE,44.0,,,,,,794.556,794.556
8539,2016,Christopher Mark Crane,MALE,57.0,,,CEO,2012/03/12,,1255.515,1255.515
8539,2016,Kenneth W. Cornew,MALE,51.0,,,,,,857.477,857.477
8539,2016,Denis Patrick O'Brien,MALE,56.0,,,,,,800.378,800.378
8539,2016,"William A. Von Hoene, Jr.",MALE,62.0,,,,,,831.35,831.35
8539,2016,Jonathan W. Thayer,MALE,45.0,,,,,,784.802,784.802
8539,2017,Christopher Mark Crane,MALE,58.0,,,CEO,2012/03/12,,1261.0,1261.0
8539,2017,Kenneth W. Cornew,MALE,52.0,,,,,,878.865,878.865
8539,2017,Denis Patrick O'Brien,MALE,57.0,,,,,,820.293,820.293
8539,2017,"William A. Von Hoene, Jr.",MALE,63.0,,,,,,882.696,882.696
8539,2017,Jonathan W. Thayer,MALE,46.0,,,,,,804.3389999999997,804.3389999999997
24225,2015,"Victor Gordon Clemons, Sr.",MALE,72.0,,,CEO,2012/04/01,2019/01/18,400.0,400.0
24225,2015,Diane J. Blaha,FEMALE,61.0,,,,,,308.931,308.931
24225,2015,Richard J. Schweppe,MALE,61.0,,,,,,167.609,167.609
24225,2015,Michael G. Combs,MALE,52.0,,,,2019/01/18,,187.142,187.142
24225,2016,"Victor Gordon Clemons, Sr.",MALE,73.0,,,CEO,2012/04/01,2019/01/18,400.0,400.0
24225,2016,Diane J. Blaha,FEMALE,62.0,,,,,,315.83299999999997,315.83299999999997
24225,2016,Richard J. Schweppe,MALE,62.0,,,,,,173.05599999999995,173.05599999999995
24225,2016,Michael G. Combs,MALE,53.0,,,,2019/01/18,,216.774,216.774
24225,2017,"Victor Gordon Clemons, Sr.",MALE,74.0,,,CEO,2012/04/01,2019/01/18,400.0,400.0
24225,2017,Diane J. Blaha,FEMALE,63.0,,,,,,325.666,325.666
24225,2017,Richard J. Schweppe,MALE,63.0,,,,,,180.176,180.176
24225,2017,Michael G. Combs,MALE,54.0,,,,2019/01/18,,335.256,335.256
24225,2017,"Kenneth S. Cragun, CPA",MALE,57.0,,,,,,47.45,47.45
24225,2017,Michael D. Saverien,MALE,47.0,,,,,,268.818,268.818
24225,2017,Maxim Shishin,MALE,43.0,,,,,,191.354,191.354
3835,2015,Samuel R. Allen,MALE,61.0,,,CEO,2009/08/01,2019/11/04,1500.0,1500.0
3835,2015,"Michael J. Mack, Jr.",MALE,58.0,,,,,,675.8389999999997,675.8389999999997
3835,2015,James M. Field,MALE,52.0,,,,,,666.2739999999999,666.2739999999999
3835,2015,Jean H. Gilles,MALE,58.0,,,,,,614.823,614.823
3835,2015,Rajesh Kalathur,MALE,47.0,,,,,,552.128,552.128
3835,2016,Samuel R. Allen,MALE,62.0,,,CEO,2009/08/01,2019/11/04,1500.0,1500.0
3835,2016,"Michael J. Mack, Jr.",MALE,59.0,,,,,,696.118,696.118
3835,2016,James M. Field,MALE,53.0,,,,,,686.2660000000002,686.2660000000002
3835,2016,Jean H. Gilles,MALE,59.0,,,,,,639.4159999999998,639.4159999999998
3835,2016,Rajesh Kalathur,MALE,48.0,,,,,,615.312,615.312
3835,2016,"John C. May, II",MALE,47.0,,,,2019/11/04,,599.84,599.84
3835,2017,Samuel R. Allen,MALE,63.0,,,CEO,2009/08/01,2019/11/04,1500.0,1500.0
3835,2017,James M. Field,MALE,54.0,,,,,,700.553,700.553
3835,2017,Jean H. Gilles,MALE,60.0,,,,,,653.242,653.242
3835,2017,Rajesh Kalathur,MALE,49.0,,,,,,632.241,632.241
3835,2017,"John C. May, II",MALE,48.0,,,,2019/11/04,,620.606,620.606
25572,2015,Daniel L. Jones,MALE,52.0,1989/11/01,,CEO,2006/02/01,,775.0,1550.0
25572,2015,Frank J. Bilban,MALE,59.0,,,,,,380.0,780.0
25572,2016,Daniel L. Jones,MALE,53.0,1989/11/01,,CEO,2006/02/01,,775.0,1625.0
25572,2016,Frank J. Bilban,MALE,60.0,,,,,,380.0,830.0
25572,2017,Daniel L. Jones,MALE,54.0,1989/11/01,,CEO,2006/02/01,,850.0,1750.0
25572,2017,Frank J. Bilban,MALE,61.0,,,,,,410.0,890.0
5639,2015,"John J. Greisch, M.B.A.",MALE,60.0,,,CEO,2010/01/08,,994.615,994.615
5639,2015,Susan R. Lichtenstein,FEMALE,58.0,,,,,,462.402,462.402
5639,2015,Michael S. Macek,MALE,43.0,,,,,,250.923,250.923
5639,2015,Alton E. Shader,MALE,42.0,,,,,,431.191,431.191
5639,2015,Steven J. Strobel,MALE,57.0,,,,,,420.19199999999995,420.19199999999995
5639,2015,Carlyn D. Solomon,MALE,53.0,,,,,,507.69199999999995,1313.942
5639,2015,Carlos Alonso-Marum,MALE,56.0,,,,,,194.615,294.615
5639,2016,"John J. Greisch, M.B.A.",MALE,61.0,,,CEO,2010/01/08,,1065.0,1065.0
5639,2016,Alton E. Shader,MALE,43.0,,,,,,479.69199999999995,479.69199999999995
5639,2016,Steven J. Strobel,MALE,58.0,,,,,,505.654,505.654
5639,2016,Carlyn D. Solomon,MALE,54.0,,,,,,649.615,649.615
5639,2016,Deborah M. Rasin,FEMALE,49.0,,,,,,337.5,1087.5
5639,2016,Carlos Alonso-Marum,MALE,57.0,,,,,,468.423,468.423
5639,2016,Paul S. Johnson,MALE,51.0,,,,,,360.121,360.121
5639,2017,"John J. Greisch, M.B.A.",MALE,62.0,,,CEO,2010/01/08,,1047.692,1047.692
5639,2017,Andreas G. Frank,MALE,41.0,,,,,,388.269,388.269
5639,2017,Alton E. Shader,MALE,44.0,,,,,,476.385,476.385
5639,2017,Steven J. Strobel,MALE,59.0,,,,,,502.269,502.269
5639,2017,Deborah M. Rasin,FEMALE,50.0,,,,,,462.385,462.385
5639,2017,Carlos Alonso-Marum,MALE,58.0,,,,,,465.385,465.385
5639,2017,Paul S. Johnson,MALE,52.0,,,,,,391.801,391.801
14359,2015,Scott Douglas Sheffield,MALE,62.0,1979/01/01,,CEO,2019/02/22,,990.0,2405.7
14359,2015,Timothy L. Dove,MALE,58.0,1994/05/01,,,2017/01/01,2019/02/22,635.0,1301.75
14359,2015,Chris J. Cheatwood,MALE,54.0,1997/08/01,,,,,425.0,782.0
14359,2015,Richard P. Dealy,MALE,49.0,,,,,,488.0,1073.6
14359,2015,Mark S. Berg,MALE,56.0,2005/04/01,,,,,410.0,803.6
14359,2015,"Jerome D. Hall, Jr.",MALE,49.0,,,,,,372.30800000000005,692.7080000000003
14359,2016,Scott Douglas Sheffield,MALE,63.0,1979/01/01,,CEO,2019/02/22,,997.615,997.615
14359,2016,Timothy L. Dove,MALE,59.0,1994/05/01,,,2017/01/01,2019/02/22,672.808,672.808
14359,2016,Chris J. Cheatwood,MALE,55.0,1997/08/01,,,,,440.615,440.615
14359,2016,Richard P. Dealy,MALE,50.0,,,,,,555.131,555.131
14359,2016,Mark S. Berg,MALE,57.0,2005/04/01,,,,,437.846,437.846
14359,2016,"Jerome D. Hall, Jr.",MALE,50.0,,,,,,419.538,419.538
14359,2017,Timothy L. Dove,MALE,60.0,1994/05/01,,CEO,2017/01/01,2019/02/22,865.398,865.398
14359,2017,Chris J. Cheatwood,MALE,56.0,1997/08/01,,,,,456.934,456.934
14359,2017,Richard P. Dealy,MALE,51.0,,,,,,579.39,579.39
