gvkey,year,exec_fullname,gender,age,joined_co,leftco,ceoann,becameceo,leftofc,salary,total_curr
14359,2017,Mark S. Berg,MALE,58.0,2005/04/01,,,,,456.934,456.934
14359,2017,"Jerome D. Hall, Jr.",MALE,51.0,,,,,,448.43800000000016,448.43800000000016
21815,2015,Aaron P. Graft,MALE,37.0,,,,2010/10/01,,385.0,770.0
21815,2015,R. Bryce Fowler,MALE,61.0,,,,,,275.0,550.0
21815,2015,Adam D. Nelson,MALE,37.0,,,,,,235.0,387.75
21815,2015,Daniel J. Karas,MALE,54.0,,,,,,230.0,322.0
21815,2015,Gail Lehmann,FEMALE,57.0,,,,,,240.0,421.0
21815,2016,Aaron P. Graft,MALE,38.0,,,,2010/10/01,,427.5,427.5
21815,2016,R. Bryce Fowler,MALE,62.0,,,,,,292.5,292.5
21815,2016,Adam D. Nelson,MALE,38.0,,,,,,235.0,235.0
21815,2016,Daniel J. Karas,MALE,55.0,,,,,,250.0,250.0
21815,2016,Gail Lehmann,FEMALE,58.0,,,,,,240.0,240.0
21815,2017,Aaron P. Graft,MALE,39.0,,,CEO,2010/10/01,,460.0,460.0
21815,2017,R. Bryce Fowler,MALE,63.0,,,,,,292.5,292.5
21815,2017,Adam D. Nelson,MALE,39.0,,,,,,250.0,250.0
21815,2017,Daniel J. Karas,MALE,56.0,,,,,,250.0,250.0
21815,2017,Gail Lehmann,FEMALE,59.0,,,,,,255.0,255.0
13824,2015,Michael Joseph Pung,MALE,52.0,,,,,,400.0,400.0
13824,2015,Stuart C. Wells,MALE,59.0,,,,,,500.0,500.0
13824,2015,William J. Lansing,MALE,57.0,,,CEO,2012/01/27,,675.0,675.0
13824,2015,James M. Wehmann,MALE,50.0,,,,,,440.385,440.385
13824,2015,Wayne Elliot Huyard,MALE,56.0,,,,,,360.231,610.231
13824,2016,Michael Joseph Pung,MALE,53.0,,,,,,400.0,400.0
13824,2016,Stuart C. Wells,MALE,60.0,,,,,,500.0,500.0
13824,2016,William J. Lansing,MALE,58.0,,,CEO,2012/01/27,,675.0,675.0
13824,2016,James M. Wehmann,MALE,51.0,,,,,,450.0,450.0
13824,2016,Wayne Elliot Huyard,MALE,57.0,,,,,,420.0,420.0
13824,2017,Michael Joseph Pung,MALE,54.0,,,,,,400.0,400.0
13824,2017,Stuart C. Wells,MALE,61.0,,,,,,500.0,500.0
13824,2017,William J. Lansing,MALE,59.0,,,CEO,2012/01/27,,750.0,750.0
13824,2017,James M. Wehmann,MALE,52.0,,,,,,500.0,500.0
13824,2017,Wayne Elliot Huyard,MALE,58.0,,,,,,500.0,500.0
112968,2015,Robert A. Sinnott,MALE,50.0,,,CEO,2009/12/03,2015/08/01,280.5,280.5
112968,2015,Alfredo Bala,MALE,54.0,2007/09/01,,,2015/08/01,,350.30800000000005,350.30800000000005
112968,2015,Yong Jae Park,MALE,47.0,,,,,,280.665,446.279
112968,2015,Joel R. Bikman,MALE,42.0,,,,,,281.923,281.923
112968,2016,Alfredo Bala,MALE,55.0,2007/09/01,,CEO,2015/08/01,,400.0,400.0
112968,2016,Yong Jae Park,MALE,48.0,,,,,,297.039,297.039
112968,2016,Joel R. Bikman,MALE,43.0,,,,,,295.0,295.0
112968,2017,Alfredo Bala,MALE,56.0,2007/09/01,,CEO,2015/08/01,,400.0,405.0
112968,2017,Yong Jae Park,MALE,49.0,,,,,,310.562,399.56199999999995
112968,2017,Joel R. Bikman,MALE,44.0,,,,,,295.0,300.0
112968,2017,Landen Granvel Fredrick,MALE,44.0,,,,,,250.0,255.0
63135,2015,Vincent F. Palagiano,MALE,74.0,1995/01/01,,CEO,1995/01/01,2016/12/31,725.0,725.0
63135,2015,Michael Philip Devine,MALE,69.0,1995/01/01,,,,,560.0,560.0
63135,2015,Kenneth J. Mahon,MALE,64.0,1980/01/01,,,2017/01/01,,500.0,500.0
63135,2015,Michael Pucella,MALE,61.0,1981/01/01,,,,,316.725,316.725
63135,2015,Daniel J. Harris,MALE,58.0,2008/01/01,,,,,355.788,355.788
63135,2015,Terence J. Mitchell,MALE,62.0,,,,,,355.788,355.788
63135,2016,Vincent F. Palagiano,MALE,75.0,1995/01/01,,CEO,1995/01/01,2016/12/31,725.0,725.0
63135,2016,Kenneth J. Mahon,MALE,65.0,1980/01/01,,,2017/01/01,,550.0,550.0
63135,2016,Timothy B. King,MALE,58.0,1983/01/01,,,,,342.0,342.0
63135,2016,Michael Pucella,MALE,62.0,1981/01/01,,,,,330.0,330.0
63135,2016,Daniel J. Harris,MALE,59.0,2008/01/01,,,,,395.0,395.0
63135,2017,Kenneth J. Mahon,MALE,66.0,1980/01/01,,CEO,2017/01/01,,825.0,825.0
63135,2017,Timothy B. King,MALE,59.0,1983/01/01,,,,,352.26,352.26
63135,2017,Michael Pucella,MALE,63.0,1981/01/01,,,,,198.275,198.275
63135,2017,Stuart H. Lubow,MALE,59.0,,,,,,446.827,446.827
63135,2017,James L. Rizzo,MALE,54.0,,,,,,231.055,231.055
63135,2017,Roberto S. Volino,MALE,45.0,,,,,,420.0,420.0
28380,2015,Douglas C. Rice,MALE,49.0,,,,,,337.5,337.5
28380,2015,Bradley R. Mason,MALE,61.0,,,CEO,2013/03/13,2019/11/01,689.192,689.192
28380,2015,Jeffrey M. Schumm,MALE,53.0,,,,,,408.214,408.214
28380,2015,Michael M. Finegan,MALE,51.0,,,,,,403.412,403.412
28380,2015,Davide Bianchi,MALE,50.0,,,,,,359.506,359.506
28380,2016,Douglas C. Rice,MALE,50.0,,,,,,350.519,350.519
28380,2016,Bradley R. Mason,MALE,62.0,,,CEO,2013/03/13,2019/11/01,705.576,705.576
28380,2016,Jeffrey M. Schumm,MALE,54.0,,,,,,238.764,238.764
28380,2016,Michael M. Finegan,MALE,52.0,,,,,,401.972,401.972
28380,2016,Davide Bianchi,MALE,51.0,,,,,,357.48699999999997,357.48699999999997
28380,2016,Bradley V. Niemann,MALE,46.0,,,,,,345.519,345.519
28380,2017,Douglas C. Rice,MALE,51.0,,,,,,390.0,390.0
28380,2017,Bradley R. Mason,MALE,63.0,,,CEO,2013/03/13,2019/11/01,710.8,710.8
28380,2017,Michael M. Finegan,MALE,53.0,,,,,,412.0,412.0
28380,2017,Davide Bianchi,MALE,52.0,,,,,,364.98400000000004,364.98400000000004
28380,2017,Bradley V. Niemann,MALE,47.0,,,,,,370.0,370.0
28380,2017,Kimberley A. Elting,FEMALE,52.0,,,,,,382.0,382.0
30662,2015,Scott A. Greenstein,MALE,55.0,,,,,,1250.0,3350.0
30662,2015,James E. Meyer,MALE,60.0,,,CEO,2012/12/18,,1650.0,9150.0
30662,2015,Patrick L. Donnelly,MALE,53.0,,,,,,725.0,2275.0
30662,2015,David J. Frear,MALE,58.0,,,,,,1026.346,2976.3459999999995
30662,2015,Dara F. Altman,FEMALE,56.0,2008/09/26,,,,,554.231,1754.231
30662,2015,James Arthur Cady,MALE,55.0,,,,,,503.846,1703.846
30662,2015,Joseph A. Verbrugge,MALE,46.0,,,,,,365.596,940.596
30662,2015,Jennifer C. Witz,FEMALE,46.0,,,,,,416.173,1031.173
30662,2016,Scott A. Greenstein,MALE,56.0,,,,,,1402.885,3802.885
30662,2016,James E. Meyer,MALE,61.0,,,CEO,2012/12/18,,1800.0,9300.0
30662,2016,Patrick L. Donnelly,MALE,54.0,,,,,,741.7310000000001,2391.731
30662,2016,David J. Frear,MALE,59.0,,,,,,1200.0,3350.0
30662,2016,Dara F. Altman,FEMALE,57.0,2008/09/26,,,,,600.0,1900.0
30662,2016,Stephen R. Cook,MALE,60.0,,,,,,692.308,2142.308
30662,2016,James Arthur Cady,MALE,56.0,,,,,,600.0,2050.0
30662,2016,Jennifer C. Witz,FEMALE,47.0,,,,,,475.0,1175.0
30662,2017,Scott A. Greenstein,MALE,57.0,,,,,,1500.0,4100.0
30662,2017,James E. Meyer,MALE,62.0,,,CEO,2012/12/18,,1800.0,9550.0
30662,2017,Patrick L. Donnelly,MALE,55.0,,,,,,875.0,2625.0
30662,2017,David J. Frear,MALE,60.0,,,,,,1200.0,3700.0
30662,2017,Dara F. Altman,FEMALE,58.0,2008/09/26,,,,,600.0,2000.0
30662,2017,Stephen R. Cook,MALE,61.0,,,,,,700.0,2250.0
30662,2017,Jennifer C. Witz,FEMALE,48.0,,,,,,538.942,2038.942
140983,2015,Michael W. Dosland,MALE,55.0,2008/08/18,,,,,240.24,240.24
140983,2015,David A. Baumgarten,MALE,64.0,,,CEO,2013/07/01,2018/01/01,700.0,700.0
140983,2015,Gregory A. Larson,MALE,60.0,,,,,,241.02,241.02
140983,2015,Christopher L. Mayne,MALE,50.0,,,,,,240.24,240.24
140983,2015,Patrick W. Lawton,MALE,52.0,,,,,,208.005,208.005
140983,2016,Michael W. Dosland,MALE,56.0,2008/08/18,,,,,249.85,249.85
140983,2016,David A. Baumgarten,MALE,65.0,,,CEO,2013/07/01,2018/01/01,700.0,700.0
140983,2016,Gregory A. Larson,MALE,61.0,,,,,,247.03799999999998,247.03799999999998
140983,2016,Christopher L. Mayne,MALE,51.0,,,,,,247.44299999999998,247.44299999999998
140983,2016,Patrick W. Lawton,MALE,53.0,,,,,,220.486,220.486
140983,2016,Joseph W. Fikejs,MALE,45.0,,,,,,250.0,250.0
8530,2015,Ian C. Read,MALE,61.0,1978/01/01,,CEO,2010/12/05,2019/01/01,1858.75,1858.75
8530,2015,Frank A. D'Amelio,MALE,57.0,2007/09/01,,,,,1293.75,1293.75
8530,2015,Mikael Dolsten,MALE,56.0,,,,,,1207.5,1207.5
8530,2015,Geno J. Germano,MALE,54.0,,,,,,1168.75,1168.75
8530,2015,John D. Young,MALE,50.0,,,,,,1085.0,1085.0
8530,2016,Ian C. Read,MALE,62.0,1978/01/01,,CEO,2010/12/05,2019/01/01,1905.25,1905.25
8530,2016,Frank A. D'Amelio,MALE,58.0,2007/09/01,,,,,1324.0,1324.0
8530,2016,Mikael Dolsten,MALE,57.0,,,,,,1237.5,1237.5
8530,2016,Geno J. Germano,MALE,55.0,,,,,,489.583,489.583
8530,2016,John D. Young,MALE,51.0,,,,,,1130.0,1130.0
8530,2016,"Albert Bourla, D.V.M., DVM, Ph.D.",MALE,54.0,,,,2019/01/01,,1117.5,1117.5
8530,2017,Ian C. Read,MALE,63.0,1978/01/01,,CEO,2010/12/05,2019/01/01,1956.75,1956.75
8530,2017,Frank A. D'Amelio,MALE,59.0,2007/09/01,,,,,1356.75,1356.75
8530,2017,Mikael Dolsten,MALE,58.0,,,,,,1271.25,1271.25
8530,2017,John D. Young,MALE,52.0,,,,,,1170.0,1170.0
8530,2017,"Albert Bourla, D.V.M., DVM, Ph.D.",MALE,55.0,,,,2019/01/01,,1170.0,1170.0
120877,2015,Susan M. Cameron,FEMALE,56.0,2004/07/30,,CEO,2014/05/01,2016/12/31,1378.0,1378.0
120877,2015,Thomas R. Adams,MALE,64.0,,,,,,669.025,3869.025
120877,2015,"Jeffery S. Gentry, Ph.D.",MALE,57.0,,,,,,520.175,520.175
120877,2015,"Martin L. Holton, III",MALE,57.0,,,,,,598.125,698.125
120877,2015,Andrew D. Gilchrist,MALE,42.0,,,,,,693.975,778.975
120877,2015,Debra A. Crew,FEMALE,44.0,,,,2017/01/01,2017/12/31,670.95,670.95
120877,2016,Susan M. Cameron,FEMALE,57.0,2004/07/30,,CEO,2014/05/01,2016/12/31,1378.0,1378.0
120877,2016,"Jeffery S. Gentry, Ph.D.",MALE,58.0,,,,,,249.31900000000002,249.31900000000002
120877,2016,"Martin L. Holton, III",MALE,58.0,,,,,,635.99,735.99
120877,2016,Andrew D. Gilchrist,MALE,43.0,,,,,,720.025,720.025
120877,2016,Debra A. Crew,FEMALE,45.0,,,,2017/01/01,2017/12/31,787.525,787.525
120877,2016,Joseph Paul Fragnito,MALE,43.0,,,,,,95.238,445.23800000000006
7866,2015,"Arthur O. Sulzberger, Jr.",MALE,63.0,,,,2011/12/31,2012/11/01,1087.0,1087.0
7866,2015,Michael Golden,MALE,66.0,,,,,,627.0,627.0
7866,2015,James M. Follo,MALE,55.0,2007/01/08,,,,,557.114,557.114
7866,2015,Mark J. T. Thompson,MALE,57.0,,,CEO,2012/11/12,,1000.0,1000.0
7866,2015,Meredith A. Kopit Levien,FEMALE,44.0,,,,,,577.442,577.442
7866,2016,Michael Golden,MALE,67.0,,,,,,627.0,627.0
7866,2016,James M. Follo,MALE,56.0,2007/01/08,,,,,571.0830000000002,571.0830000000002
7866,2016,Mark J. T. Thompson,MALE,58.0,,,CEO,2012/11/12,,1000.0,1000.0
7866,2016,Meredith A. Kopit Levien,FEMALE,45.0,,,,,,612.346,612.346
7866,2017,"Arthur O. Sulzberger, Jr.",MALE,65.0,,,,2011/12/31,2012/11/01,1107.904,1107.904
7866,2017,James M. Follo,MALE,57.0,2007/01/08,,,,,584.5880000000002,584.5880000000002
7866,2017,Mark J. T. Thompson,MALE,59.0,,,CEO,2012/11/12,,1019.2310000000001,1019.2310000000001
7866,2017,Meredith A. Kopit Levien,FEMALE,46.0,,,,,,704.712,704.712
7866,2017,Diane Brayton,FEMALE,48.0,,,,,,431.731,431.731
63667,2015,Shirley Singleton,FEMALE,63.0,1992/01/01,,CEO,2002/01/01,2017/03/08,449.215,449.215
63667,2015,David Clancey,MALE,59.0,1992/01/01,,,,,399.216,399.216
63667,2015,Kristin Zaepfel,FEMALE,51.0,2003/09/01,,,,,214.52900000000002,214.52900000000002
63667,2015,Robin Ranzal-Knowles,FEMALE,48.0,2004/10/01,,,,,374.216,374.216
63667,2015,Timothy R. Oakes,MALE,47.0,,,,,,324.215,324.215
63667,2016,Shirley Singleton,FEMALE,64.0,1992/01/01,,CEO,2002/01/01,2017/03/08,450.0,450.0
63667,2016,David Clancey,MALE,60.0,1992/01/01,,,,,400.0,400.0
63667,2016,Kristin Zaepfel,FEMALE,52.0,2003/09/01,,,,,215.0,215.0
63667,2016,Robin Ranzal-Knowles,FEMALE,49.0,2004/10/01,,,,,375.0,375.0
63667,2016,Timothy R. Oakes,MALE,48.0,,,,,,325.0,325.0
63667,2017,Shirley Singleton,FEMALE,65.0,1992/01/01,,,2002/01/01,2017/03/08,100.385,100.385
63667,2017,David Clancey,MALE,61.0,1992/01/01,,,,,98.462,98.462
63667,2017,Kristin Zaepfel,FEMALE,53.0,2003/09/01,,,,,224.615,224.615
63667,2017,Robin Ranzal-Knowles,FEMALE,50.0,2004/10/01,,,,,289.038,289.038
63667,2017,Timothy R. Oakes,MALE,49.0,,,,,,349.038,349.038
63667,2017,Jeffrey L. Rutherford,MALE,56.0,,,CEO,2018/01/01,2018/11/01,306.452,306.452
63667,2017,Russell Lewell Smith,MALE,50.0,,,,,,323.077,323.077
63667,2017,Paul Francis McNeice,MALE,40.0,,,,2018/11/01,,207.62099999999998,207.62099999999998
30298,2015,Edward J. Fritsch,MALE,56.0,1982/01/01,,CEO,2004/07/01,2019/09/01,648.068,648.068
30298,2015,Jeffrey D. Miller,MALE,44.0,,,,,,287.58099999999996,287.58099999999996
30298,2015,Theodore J. Klinck,MALE,49.0,,,,2019/09/01,,329.30800000000005,329.30800000000005
30298,2015,"Mark F. Mulhern, CPA",MALE,55.0,,,,,,399.0,399.0
30298,2015,Kevin E. Penn,MALE,43.0,,,,,,232.22400000000002,232.22400000000002
30298,2016,Edward J. Fritsch,MALE,57.0,1982/01/01,,CEO,2004/07/01,2019/09/01,667.5110000000002,667.5110000000002
30298,2016,Jeffrey D. Miller,MALE,45.0,,,,,,296.543,296.543
30298,2016,Theodore J. Klinck,MALE,50.0,,,,2019/09/01,,414.346,414.346
30298,2016,"Mark F. Mulhern, CPA",MALE,56.0,,,,,,410.97,410.97
30298,2017,Edward J. Fritsch,MALE,58.0,1982/01/01,,CEO,2004/07/01,2019/09/01,692.2769999999997,692.2769999999997
30298,2017,Jeffrey D. Miller,MALE,46.0,,,,,,305.45599999999996,305.45599999999996
30298,2017,Theodore J. Klinck,MALE,51.0,,,,2019/09/01,,426.54,426.54
30298,2017,"Mark F. Mulhern, CPA",MALE,57.0,,,,,,423.43300000000005,423.43300000000005
28322,2015,David R. Emery,MALE,70.0,1992/05/01,,CEO,1992/05/01,2016/12/30,975.513,1393.59
28322,2015,Scott W. Holmes,MALE,60.0,,,,,,234.81799999999998,436.091
28322,2015,"John M. Bryant, Jr.",MALE,48.0,,2007/03/01,,,,374.61300000000006,563.493
28322,2015,"B. Douglas Whitman, II",MALE,46.0,,,,,,396.649,585.529
28322,2015,Todd J. Meredith,MALE,40.0,,,,2016/12/30,,330.541,519.4209999999998
28322,2016,David R. Emery,MALE,71.0,1992/05/01,,CEO,1992/05/01,2016/12/30,972.3860000000001,972.3860000000001
28322,2016,Scott W. Holmes,MALE,61.0,,,,,,162.407,212.725
28322,2016,"John M. Bryant, Jr.",MALE,49.0,,2007/03/01,,,,374.61300000000006,374.61300000000006
28322,2016,"B. Douglas Whitman, II",MALE,47.0,,,,,,396.649,396.649
28322,2016,Todd J. Meredith,MALE,41.0,,,,2016/12/30,,331.837,331.837
28322,2016,James Christopher Douglas,MALE,40.0,,,,,,418.848,418.848
28322,2017,"John M. Bryant, Jr.",MALE,50.0,,2007/03/01,,,,374.61300000000006,374.61300000000006
28322,2017,"B. Douglas Whitman, II",MALE,48.0,,,,,,396.649,396.649
28322,2017,Todd J. Meredith,MALE,42.0,,,CEO,2016/12/30,,525.0,525.0
28322,2017,James Christopher Douglas,MALE,41.0,,,,,,440.721,440.721
28322,2017,Robert E. Hull,MALE,45.0,,,,,,414.278,414.278
287462,2015,Lee E. Mikles,MALE,59.0,,,,2005/08/12,2013/01/01,0.0,0.0
287462,2015,Samuel W. Dortch,MALE,66.0,,,,,,220.0,312.0
287462,2015,Rose M. Sparks,FEMALE,48.0,,,,,,170.0,245.0
287462,2015,"Paul Anthony Novelly, II",MALE,71.0,,,CEO,2013/01/01,,0.0,0.0
287462,2015,Paul Gary Lorenzini,MALE,75.0,,,,,,0.0,0.0
287462,2015,Paul M. Flynn,MALE,48.0,,,,,,218.0,310.0
287462,2016,Samuel W. Dortch,MALE,67.0,,,,,,203.0,303.0
287462,2016,Rose M. Sparks,FEMALE,49.0,,,,,,161.0,261.0
287462,2016,"Paul Anthony Novelly, II",MALE,72.0,,,CEO,2013/01/01,,0.0,0.0
287462,2016,Paul M. Flynn,MALE,49.0,,,,,,218.0,318.0
287462,2017,Samuel W. Dortch,MALE,68.0,,,,,,214.0,302.0
287462,2017,Rose M. Sparks,FEMALE,50.0,,,,,,170.0,258.0
287462,2017,"Paul Anthony Novelly, II",MALE,73.0,,,CEO,2013/01/01,,0.0,0.0
287462,2017,Paul M. Flynn,MALE,50.0,,,,,,213.0,301.0
287462,2017,Thomas McKinlay,MALE,53.0,,,,,,264.0,352.0
177111,2015,Gregory Strakosch,MALE,52.0,,,CEO,1999/09/01,2016/05/03,600.0,600.0
177111,2015,Janice OReilly Kelliher,FEMALE,52.0,,,,,,250.0,250.0
177111,2015,"Janice M. OReilly, CGMA, CPA, CPA",FEMALE,52.0,,,,,,250.0,250.0
177111,2015,Kevin Beam,MALE,51.0,,,,,,440.0,440.0
177111,2015,Michael Cotoia,MALE,43.0,,,,2016/05/03,,440.0,440.0
177111,2015,Don Hawk,MALE,44.0,,,,,,480.0,480.0
177111,2016,Gregory Strakosch,MALE,53.0,,,,1999/09/01,2016/05/03,600.0,600.0
177111,2016,Janice OReilly Kelliher,FEMALE,53.0,,,,,,250.0,250.0
177111,2016,"Janice M. OReilly, CGMA, CPA, CPA",FEMALE,53.0,,,,,,250.0,250.0
177111,2016,Kevin Beam,MALE,52.0,,,,,,440.0,440.0
177111,2016,Michael Cotoia,MALE,44.0,,,CEO,2016/05/03,,545.448,545.448
177111,2016,Don Hawk,MALE,45.0,,,,,,480.0,480.0
177111,2016,Daniel T. Noreck,MALE,44.0,,,,,,8.014,8.014
177111,2017,Gregory Strakosch,MALE,54.0,,,,1999/09/01,2016/05/03,600.0,600.0
177111,2017,Kevin Beam,MALE,53.0,,,,,,440.0,440.0
177111,2017,Michael Cotoia,MALE,45.0,,,CEO,2016/05/03,,600.0,600.0
177111,2017,Don Hawk,MALE,46.0,,,,,,480.0,480.0
177111,2017,Daniel T. Noreck,MALE,45.0,,,,,,225.0,225.0
5338,2015,David B. Fischer,MALE,52.0,,,CEO,2011/11/01,2015/10/31,1010.0,1010.0
5338,2015,Gary R. Martz,MALE,57.0,2002/01/01,,,,,543.539,563.539
5338,2015,Ivan Signorelli,MALE,62.0,,,,,,467.98,467.98
5338,2015,Peter G. Watson,MALE,58.0,,,,2015/11/01,,555.388,555.388
5338,2015,Lawrence Allen Hilsheimer,MALE,57.0,,,,,,641.25,641.25
5338,2016,Gary R. Martz,MALE,58.0,2002/01/01,,,,,555.24,566.16
5338,2016,Peter G. Watson,MALE,59.0,,,CEO,2015/11/01,,834.617,909.617
5338,2016,Lawrence Allen Hilsheimer,MALE,58.0,,,,,,662.5,675.5
5338,2016,Michael Francis Cronin,MALE,58.0,,,,,,508.475,508.475
5338,2016,Ole G. Rosgaard,MALE,52.0,,,,,,358.0,411.083
5338,2017,Gary R. Martz,MALE,59.0,2002/01/01,,,,,570.587,570.587
5338,2017,Peter G. Watson,MALE,60.0,,,CEO,2015/11/01,,967.778,967.778
5338,2017,Lawrence Allen Hilsheimer,MALE,59.0,,,,,,682.635,682.635
5338,2017,Michael Francis Cronin,MALE,59.0,,,,,,525.0,525.0
5338,2017,Ole G. Rosgaard,MALE,53.0,,,,,,404.04,404.04
22207,2015,Steven C. Cooper,MALE,52.0,1999/04/01,,CEO,2006/04/01,2018/09/01,650.001,650.001
22207,2015,Wayne W. Larkin,MALE,49.0,,,,,,425.0,425.0
22207,2015,Derrek L. Gafford,MALE,44.0,,,,,,400.00199999999995,400.00199999999995
22207,2015,"James E. Defebaugh, IV",MALE,60.0,,,,,,358.923,358.923
22207,2015,A. Patrick Beharelle,MALE,45.0,,,,2018/09/01,,479.999,631.249
22207,2016,Steven C. Cooper,MALE,53.0,1999/04/01,,CEO,2006/04/01,2018/09/01,750.0,750.0
22207,2016,Wayne W. Larkin,MALE,50.0,,,,,,425.0,425.0
22207,2016,Derrek L. Gafford,MALE,45.0,,,,,,450.0,450.0
22207,2016,"James E. Defebaugh, IV",MALE,61.0,,,,,,380.0,380.0
22207,2016,A. Patrick Beharelle,MALE,46.0,,,,2018/09/01,,525.0,525.0
22207,2017,Steven C. Cooper,MALE,54.0,1999/04/01,,CEO,2006/04/01,2018/09/01,750.0,750.0
22207,2017,Wayne W. Larkin,MALE,51.0,,,,,,425.0,425.0
22207,2017,Derrek L. Gafford,MALE,46.0,,,,,,450.0,450.0
22207,2017,"James E. Defebaugh, IV",MALE,62.0,,,,,,380.0,380.0
22207,2017,A. Patrick Beharelle,MALE,47.0,,,,2018/09/01,,525.0,525.0
13092,2015,Jerry P. Rebel,MALE,58.0,,,,,,553.539,553.539
13092,2015,Phillip H. Rudolph,MALE,57.0,2007/11/01,,,,,499.385,499.385
13092,2015,Leonard A. Comma,MALE,45.0,,,CEO,2014/01/01,2020/06/15,842.308,842.308
13092,2015,Mark H. Blankenship,MALE,54.0,,,,,,360.154,360.154
13092,2015,Timothy P. Casey,MALE,55.0,,,,,,425.539,425.539
13092,2015,Frances L. Allen,FEMALE,53.0,,,,,,461.538,661.538
13092,2016,Jerry P. Rebel,MALE,59.0,,,,,,573.615,573.615
13092,2016,Phillip H. Rudolph,MALE,58.0,2007/11/01,,,,,520.308,520.308
13092,2016,Leonard A. Comma,MALE,46.0,,,CEO,2014/01/01,2020/06/15,909.615,909.615
13092,2016,Mark H. Blankenship,MALE,55.0,,,,,,375.019,375.019
13092,2016,Frances L. Allen,FEMALE,54.0,,,,,,522.596,522.596
13092,2017,Jerry P. Rebel,MALE,60.0,,,,,,564.0,564.0
13092,2017,Phillip H. Rudolph,MALE,59.0,2007/11/01,,,,,512.0,512.0
13092,2017,Leonard A. Comma,MALE,47.0,,,CEO,2014/01/01,2020/06/15,900.0,900.0
13092,2017,Mark H. Blankenship,MALE,56.0,,,,,,369.0,369.0
13092,2017,Frances L. Allen,FEMALE,55.0,,,,,,515.0,515.0
13092,2017,Keith M. Guilbault,MALE,54.0,,,,,,375.0,375.0
24878,2015,John Peter McLaughlin,MALE,63.0,2008/11/06,,CEO,2008/12/18,2018/12/31,737.591,737.591
24878,2015,Christopher L. Stone,MALE,51.0,,,,,,428.233,428.233
24878,2015,"Danny J. Hart, Jr.",MALE,39.0,,,,,,370.8,370.8
24878,2015,Peter S. Garcia,MALE,53.0,,,,,,417.76800000000003,417.76800000000003
24878,2015,"David Montez, CPA",MALE,41.0,,,,,,116.07,116.07
24878,2016,John Peter McLaughlin,MALE,64.0,2008/11/06,,CEO,2008/12/18,2018/12/31,800.065,800.065
24878,2016,Christopher L. Stone,MALE,52.0,,,,,,460.35,460.35
24878,2016,"Danny J. Hart, Jr.",MALE,40.0,,,,,,381.92400000000004,381.92400000000004
24878,2016,Peter S. Garcia,MALE,54.0,,,,,,430.301,430.301
24878,2016,Steffen Pietzke,MALE,44.0,,,,,,267.8,267.8
24878,2017,John Peter McLaughlin,MALE,65.0,2008/11/06,,CEO,2008/12/18,2018/12/31,717.003,717.003
24878,2017,Christopher L. Stone,MALE,53.0,,,,,,460.35,460.35
24878,2017,"Danny J. Hart, Jr.",MALE,41.0,,,,,,308.987,308.987
24878,2017,Peter S. Garcia,MALE,55.0,,,,,,430.301,430.301
24878,2017,Dominique P. Monnet,MALE,56.0,,,,2018/12/31,,155.303,155.303
24878,2017,Steffen Pietzke,MALE,45.0,,,,,,316.004,441.004
66588,2015,Charles W. Olson,MALE,51.0,,,,,,288.5,288.5
66588,2015,Bryan K. Phillips,MALE,44.0,,,,,,294.2,294.2
66588,2015,Gary R. Maharaj,MALE,52.0,,,CEO,2010/12/27,,457.0,457.0
66588,2015,Joseph J. Stich,MALE,50.0,,,,,,248.9,248.9
66588,2015,Andrew D. C. LaFrence,MALE,52.0,,,,,,270.0,270.0
66588,2016,Charles W. Olson,MALE,52.0,,,,,,290.6,290.6
66588,2016,Bryan K. Phillips,MALE,45.0,,,,,,302.975,302.975
66588,2016,Gary R. Maharaj,MALE,53.0,,,CEO,2010/12/27,,481.0,481.0
66588,2016,Joseph J. Stich,MALE,51.0,,,,,,258.2,258.2
66588,2016,Andrew D. C. LaFrence,MALE,53.0,,,,,,274.05,274.05
66588,2017,Charles W. Olson,MALE,53.0,,,,,,297.9,297.9
66588,2017,Bryan K. Phillips,MALE,46.0,,,,,,326.6,326.6
66588,2017,Gary R. Maharaj,MALE,54.0,,,CEO,2010/12/27,,525.675,525.675
66588,2017,Andrew D. C. LaFrence,MALE,54.0,,,,,,283.65,283.65
66588,2017,Thomas A. Greaney,MALE,51.0,,,,,,289.108,289.108
11234,2015,Garry O. Ridge,MALE,59.0,1987/01/01,,CEO,1997/10/01,,642.4159999999998,642.4159999999998
11234,2015,Michael L. Freeman,MALE,62.0,,,,,,332.585,332.585
11234,2015,William B. Noble,MALE,57.0,,,,,,348.976,348.976
11234,2015,Geoffrey J. Holdsworth,MALE,53.0,,,,,,231.107,231.107
11234,2015,Jay W. Rembolt,MALE,64.0,,,,,,308.664,308.664
11234,2015,"Stanley A. Sewitch, Jr.",MALE,62.0,,,,,,236.984,236.984
11234,2016,Garry O. Ridge,MALE,60.0,1987/01/01,,CEO,1997/10/01,,642.4159999999998,642.4159999999998
11234,2016,Michael L. Freeman,MALE,63.0,,,,,,332.585,332.585
11234,2016,William B. Noble,MALE,58.0,,,,,,323.145,323.145
11234,2016,Geoffrey J. Holdsworth,MALE,54.0,,,,,,205.85,205.85
11234,2016,Jay W. Rembolt,MALE,65.0,,,,,,308.664,308.664
